1,7160422,5728287,145669,7773156,2423041,4289635299,4292534569,3264357,4287354705,5482493,7612443,4293389297,4290910278,4293533005,6138143,1148232,4286603555,4289719622,3307439,145187,4288225515,7341562,1754519,7256040,6156071,4288146661,4293721833,4226286,3006959,5010330,7671920,2878206,4571361,4290013972,4293932122,3196191,4290752994,4288380154,500616,1151127,4292873917,6921770,4287451440,4292663000,4287173181,3718759,4293352453,6667026,6133288,4287590548,6905114,116546,2752521,7037624,4291161240,4294497574,4513733,4289665805,4288243084,627193,4449471,5423416,5780791,3624323,4293425148,2436552,6288507,4294058367,4685061,4047289,4290972569,4287565490,4905229,4289542822,2272268,7285809,5038110,4287449044,4286764562,25114,2241521,4287122726,4287894099,5956273,4292331206,4291569828,4287294092,4293924631,968866,5039822,4293890222,4294263113,4288707404,2290086,4292762761,7709945,6528250,4294464800,4293572982,4335659,233856,4291357350,4292482798,2461317,1560425,4286650917,4292032110,5404390,2113666,3324765,181738,2854420,2062420,5618938,7319482,4291869676,3605778,6675170,4290329946,5710093,3407339,4949357,4290525104,4289872652,4026438,6690434,4289427191,4294740900,4292403269,4290685586,4290366512,2911154,4293714548,4291227209,4288495842,5736417,4290000888,4706973,4294932251,4287317125,4288312331,4293787496,4291150969,6746477,3647214,4290866085,3823969,2324099,4726078,5526631,1608102,4287645200,2559012,4294523863,4799320,5366288,4289977726,6982512,5127118,3123140,4290159839,747092,4291595249,4287073105,954260,4290708367,3603328,5265011,2841834,5342376,831611,4289382932,1030327,5599379,4293322071,4289158359,6433991,7252140,4287392085,4287008005,4121564,1188382,4291732282,6229494,5800177,4290551380,5010358,378707,2554205,6398850,4287653312,333576,4291179110,7525880,4292658230,3963501,4288096825,2279545,4288390841,8186426,4287773071,4290651820,3451385,4287524815,1671686,4294307943,908084,4288595057,6517606,4036221,163369,4286995768,4293280128,1311223,5013317,3294107,4292005857,183725,4286925200,4294110417,4288746821,4289872583,4291454609,4290809076,4292196079,4292190003,3965854,3838790,4293190776,4291121412,4288073991,4289203506,4294277969,4293731805,4287108311,4292277262,8085861,6306207,6204177,4292271430,1588443,4288696169,4293404960,5843983,4289770908,4287934821,4294432989,4294775731,4290367177,4293616631,4877204,4108147,4286726545,1768585,4290936178
2,1073691,4290452161,553514,4293218088,4293989643,3440720,2555246,1021930,4291283952,4294365226,4288052913,4291678108,3814935,6136853,200838,4293406555,9591,5030407,4290275034,5761165,3736191,4289468838,7118207,4986858,4485169,1781837,5691375,4292387933,4292716009,4291191177,3485243,4294253351,4294683998,4286804062,4291155631,3315160,4290978314,4294781791,4293100288,4289127727,6431485,3525597,769210,4287792985,4822226,4292431337,3419199,4294360976,4289767134,4288689421,4288022041,7080231,4288791197,4293125294,4288699159,4601807,4291704426,2295189,4289077042,7729709,4286935024,876114,4288064146,8344479,2119807,6746492,4292238331,4291226326,4294286802,4292437224,4293838637,4294751474,7602645,4290504039,4289829286,6515376,4287346634,4290331384,6632906,4293483005,3173988,4291055054,4288678944,508334,4287468787,4291095762,4294841611,4291598385,6672703,4293775651,1824225,7436130,3337999,4292421405,4294133010,2183754,6358385,1566330,8271609,7235097,4082685,4289333887,6408396,1930668,4289369264,4287587726,5377711,2971569,4289407386,4290535396,7832052,961583,844265,4293732702,7184117,4292215394,3194506,8083802,2882157,564570,259841,4294428332,4293765815,4291668586,6358267,2329095,4290342504,4491997,2549762,4287383576,825338,4287211297,4888518,4288123283,1367689,815382,4288178199,7294896,6829802,4289153226,1067518,4289067256,4290012112,4332197,6880530,4289907356,4289641301,4293738322,4290101048,8325832,4293804354,4048440,2647671,1677693,4291355225,1930075,5423643,1650546,4293454479,4287721382,4286786216,4290791938,1359695,589066,3978702,407975,2734882,7494840,4292530753,64871,6325435,4293865354,2839594,1365271,4292987049,4291067371,2936320,729903,3881493,4291170776,6613466,4258758,2305628,4288175168,4290855457,4287896495,2350518,4290863938,4291975399,1654413,4291643304,4287051640,4287487602,4290711717,4288569574,4289564386,4289846471,4165880,4288429524,4290722562,4290349199,3845698,4293339483,4293306258,4291332351,6229164,4294187615,4623427,4293438544,4288772495,6406919,4293489576,4294686069,4290817816,4290142384,4290992035,4288594277,4290681066,6977950,50183,4292838921,411148,4287876681,2345714,1914445,4291308155,2656471,4288232607,6563636,3610952,6336958,703577,2110939,5526377,5328511,4293754358,1582119,4294787395,4288742931,1468730,4288156973,4289683974,4288680595,6039559,8087276,4625581,4288364388,184197,3377302,4288140773,4049687,4291549607,4289165693,286900,4290667298
3,7672161,4050998,4323554,6578779,4287524335,4294856347,4291712135,4289412364,4290804878,6380014,6629115,4381790,6424547,4292606910,4068090,4293909711,4291338626,4287607733,4287612390,4290526066,4288951890,8336275,7671105,4292029164,4287813105,4294064389,4292053558,6573152,4292623294,7642455,4187667,4287835359,4289148651,4292531013,5918818,5205926,7014107,4293664629,4294549384,3776507,6195227,4288447673,2913616,4558414,1400347,443463,4291776787,3974645,4289110417,4287699273,4292197086,4290747618,4287980717,150692,1532084,4289859100,4294772435,4291743899,4289961630,3019876,4288189635,4294015342,4292401340,5630796,1462500,4289721624,4287685634,2117452,4288417985,4373875,7704948,4288897031,4294779259,4288764888,3979976,4286593350,3920689,6375353,4294414546,4294070049,2172443,23060,6559385,6827182,4287992777,4294581576,4288090506,2624121,2422766,4286672607,6558628,8189189,4293397816,948008,4294837469,5393278,515066,4162829,4290548224,4287624279,4287571752,6345124,4290356895,4294446804,3327968,1312470,4287191695,4293179802,4290992663,6639261,4294929046,2209763,6003555,4294115980,6162828,481228,4288321157,4290096796,5366741,7744772,7520548,4290029759,4290179848,1771142,501351,7436471,610567,4294080419,4288274847,6672846,3401709,4290688892,4821546,4286854382,1918154,4291378157,7970262,4293815941,4292069264,7565165,1845376,620314,4287240869,895402,4289008045,4290029441,483955,2988644,4291391640,4289390668,2155363,5752908,4294813527,4292447735,7487260,2358168,4292055827,4289938044,2534113,1517211,4286804609,5449527,4288210868,3818983,6503363,4293111358,7765108,2589969,8038374,5927225,4289836997,1538926,5773524,4287798719,4291737010,3548849,4286652939,7035239,361030,1003571,4291358878,7594789,4287018871,4291102483,430833,5808154,3254547,5272820,24553,822665,4289453219,1014977,4290723238,4291882554,4290151751,6388756,4294911354,6945338,6687562,4294873489,4294453966,2813007,4287087008,4288674132,4287315070,4908448,6316098,4290798516,4293268523,4288635199,4293647173,4289229081,1541026,4290774467,4288751837,4289916223,4292575230,4288701390,4286846602,408628,7181772,4292014882,4290676841,4292093648,4287284112,7557947,4291195518,4293256397,4293922543,4478116,4287647861,4286760883,4294045591,4288159321,4286751225,4293103176,2599979,8243678,8190557,8342041,4293431204,7812950,5359502,2885322,4294861096,3715669,4289864128,4724032,6447857,4292402029,5137039,4294880395,2467142,1481938,6790519
4,5717704,4287752970,4292166475,6504285,4288859836,4287314372,6193793,4287219032,8097907,4293599699,4288641505,4293881696,4929128,4291938627,7080805,2261946,4291249795,4291027688,4287879622,1208289,2514680,7753424,5265374,8256159,4293896636,2759701,4289868011,4288456586,8131873,7788619,7272839,4290273262,4292142245,4293809244,3418529,6194637,3972381,5319686,7618183,4289669958,4288028093,4288885135,4288591857,8207365,4291598840,4293779426,3993270,4291792331,4293052616,4291044244,1375075,4292019474,4290375255,4779011,4817744,1239141,6837052,4291009861,8037729,2955607,4293759660,4289742648,3464940,3649696,4288822062,4293480107,8371822,4293186800,3601386,1885995,4293262935,3174809,4292156175,5778091,4388400,4230547,7285247,4292048634,7222993,4294763862,4289111470,4292378212,4596811,4292945835,3432420,4989835,3440276,4663499,5266965,166855,1731651,4288313905,4292734209,4288903199,4292550058,4289245863,4022502,114117,3305263,4293339096,4288021352,4290407859,4289242081,4294599452,4288700912,4293456854,7767052,4293114235,799005,4286797345,7306215,4287951709,4293653658,6349334,3820026,3615149,4294547843,4294170724,2455015,7662427,4289056364,4291597723,2093722,3352584,4294222526,966158,8223444,2906570,2481162,5464735,4287892884,7809233,677199,4293757984,4833708,4291720871,4286743080,4289157540,4291234261,1888572,4287748069,1224227,3442436,4290030961,4994571,3386662,33725,4291311786,4294207922,5564293,7317349,4290593969,7359546,4288065463,4292878401,6966419,1643070,4291678188,5925442,4287500757,688967,8275467,2630037,4292939024,4294397988,2533410,3867692,4293239401,4290113306,3094608,4293131375,4289046593,4288006536,4293715949,2294828,4288257511,4294732103,4288863313,4288279756,1965237,4290436154,7987130,7756498,4288753230,4289626434,4294528741,2738680,4291634086,4290015992,8017621,8189892,4286798669,7623536,6502868,4289712249,8379912,7356755,4135933,4292032689,4290705906,5511643,4293958628,6996377,4294282318,1379729,4287616649,4380329,7760495,4294329090,1709080,2119645,1674690,7421428,4291437974,4292267889,7969561,4287816416,7877445,4289970531,1931241,4294199333,7108677,689257,2222762,4287299397,4292769957,4291001827,4286961750,4288431623,5147597,4288025630,4293197697,4290030848,4292463888,4291953573,4289664732,4292347879,2281571,4289879926,344893,6046477,53264,5935415,895248,5532472,4287184101,1971972,3625647,6843658,3975375,4288164379,3298582,4288587435,4289772096,4292020656
5,3607849,1048127,4294415010,4294539772,466241,2806279,214959,4291230695,4292311824,4293217345,2707075,4288378856,4291763339,3800837,4290737304,4293215251,1955048,4290675415,4289323157,4294710998,4294782438,2641879,4288516041,7857930,4573932,4696024,4292157171,6074677,1384083,1974421,4293434216,6328164,4289881227,5777085,2019359,4293363243,7281431,3296639,5961670,4287225728,4444519,4294413213,4286807393,4750610,4289266967,2696246,3717472,4288760090,4287124660,5022327,4294241639,4287293861,4292920108,6971923,4287355407,4293016031,7315752,4288637610,8265176,5300057,4287146843,2760381,1796788,1366321,4289449648,4646783,1317688,6340487,4292655759,4290500122,57106,4072939,4293929477,4290101246,1763473,4292319098,7475915,6614530,4294512947,1823879,2476827,4291781452,4293822122,4286897774,4287077004,4293261124,7975008,7453474,7241992,7357169,7644244,4290810433,4287568151,4293762376,4289536914,4289915751,4288806422,4418789,7290722,4289313160,4288692107,2921254,4289322784,4288043603,7920938,4265155,6931977,4287821873,4293574356,4649365,4287310303,4294246931,4846312,1275662,4294499772,4294923241,4293279109,4972157,3946608,7273703,4290749550,4292913056,4286764553,4292533615,4289692752,4382359,4291491691,2005679,5570857,749990,1648630,4286674413,4495436,1699414,4293211410,8023087,7639144,4290873903,37913,4027717,4294096395,7469265,4290112634,3312117,7146583,4568248,4293176572,2760335,4287942404,4292224892,3049511,4293657216,4286597028,4288402729,4291344166,7715034,4293754634,4136024,4291048144,5447279,4291531344,1702603,4294427594,4291340954,4288132934,4291281984,4287838100,4416032,4837161,520127,4290855596,4291139565,4287037671,4288102402,6829324,4289951324,4287019645,4291493107,552136,4291552549,4291634976,4291854345,3493627,6147154,2463181,4241138,3149005,4289755247,4553405,8030079,4286695943,4291907831,4290082041,4054023,4292475566,4287782515,4288004363,3351538,4289904,5509570,6444218,4289490646,4291232369,4288153960,4293258366,4291533499,2487325,4292434794,3033127,6676494,478857,5476706,4290899434,4287867866,8235603,3673718,4544546,4291500409,4291160189,4290668920,4294962367,4293595363,741284,6319629,3036137,6527590,4288038521,2019906,4293892488,3716885,6306883,4288474127,4291096420,4201145,7426322,4293643318,4292860030,3288272,3515386,5429895,4294765275,4292514080,4294318780,4294559371,2954848,6071675,4291527170,4288495084,5765085,545808,4289798612,4288836913,4291353620,4293366962,4289457465
6,4294307750,4294910674,6708456,4292154826,4236369,4290536593,1677489,4290190903,5909373,4289496101,2988548,4290984659,6615932,4290041092,4288302433,4290111000,895407,2255042,4291181484,4289231511,4292990013,4292842679,4288995830,4290052689,7820143,1649619,4292667762,8168436,4289971928,8306384,7050802,7247973,4288365987,4004376,4289244979,6499549,4293265033,125320,4293131133,4204271,4293570483,4289196973,4293106173,2424565,545412,4292500617,1585125,3013279,4886254,4291737559,3362058,4290991868,5567228,2143956,7584313,4292732047,4290608395,1918193,4290816196,6007481,7737011,4293475789,1353297,6255884,4289301591,4287783408,1978972,2046386,4288956197,4291910054,4287442547,6654116,3214302,6699535,1188568,3513775,8358303,4287095639,1938315,4293083102,4289757339,4286811980,6330092,4291174787,295998,4292514897,4293360475,4293391765,4293420137,4292569000,6097960,497199,4294727087,4294223025,7412963,6485783,8185313,4293922473,4292970228,4288647560,4292835467,3465454,5812120,4165997,4289263939,1173550,5297469,1825275,2786355,4288200927,6634799,4286747882,5390051,4848014,1741384,4288598578,1717844,4613801,4294662578,1291474,3331253,4292286247,2119315,3157234,3347952,1802776,6477613,4289674142,4290651576,1824972,6856343,4288234858,4294784541,2135885,4249290,4294514733,4293694128,4294808352,2183915,1597940,6588290,4289226101,4294903929,4288006936,4292665456,4289341659,4588025,3825347,4293713504,7976775,4089003,4288427956,4288262548,4287753925,4290924564,4290583875,4290241122,28718,1271169,5263283,6549830,4294595936,4293332764,4289939452,4287001369,6449909,4289239390,3554449,4287549727,4286894186,4291503782,4288643489,4286611721,4291712950,5485715,4883449,2788377,4288258525,5531344,4289046236,4290688799,1337835,4290713706,4292634124,4287952970,4291424055,5265387,4287522663,4290056855,1398901,4293358279,2296594,3084729,4291529823,6651346,4288097574,7143077,4290157431,2088841,7591674,4288327991,4291865785,4289434056,6633424,6966861,7960175,4294386556,5389992,4292507028,4824678,4291284185,7277620,2420737,6839262,4291805051,4290889003,3067591,6223591,3093596,4294814894,4294485792,805459,4286958305,4289025056,4374239,3974087,1336909,4288162923,4294601672,6835948,2216909,4292407775,4293820183,4291180033,8150035,4287391319,3365006,4288619463,281112,2570087,4287060409,4290415629,20290,6613256,4289036722,4292522969,5501978,3172421,5340964,4287677106,7201507,3570699,6068285,4289138602,4290756410
7,7757895,6628181,1592008,4288531482,4290292673,4288240088,4288675902,2484909,6024549,4294656858,5570247,4293347100,819568,8069585,2544095,4390194,810052,4288387422,4498407,4289367778,4294713988,4293113643,4294753732,705153,4813468,2802341,6034034,3195757,7187031,2552959,2103671,5131324,4288499208,1737588,4293051712,8152635,3980927,1565902,4292614519,4287950777,4290006854,4294298980,4292931106,4290135409,2138238,4293430743,4287087288,4289168546,2736434,4293382962,4294220749,4291315254,3659461,4307545,4291625050,4704420,601107,4287602785,3779900,4292172913,4292715823,5876399,4293246137,863282,4292220405,4286964010,7024344,5749112,4291558279,3701399,4585951,4291305873,7177763,4505792,4293904715,4292758479,4193887,4291750847,4293130117,3486398,6657691,546145,1468859,4293039877,1101601,6041366,4288389381,4694259,5227692,4293725677,5032690,7898826,4294433991,4292264320,4748888,4290744971,4292872910,5637439,999555,4287271039,4293577091,4287562021,4287410627,4294209304,1650369,3170014,4294442476,4288107936,4290174300,4291438484,4294364696,4293688374,197915,4294409101,7703683,4291904761,4290649848,4289043187,6663109,1807412,1962673,3461246,4293591059,7211847,4291012082,4294866937,3427037,6399318,4292501720,4289780792,2776459,3285187,3140257,4824806,1714133,4294862914,4289293233,6039574,1252510,5992182,4290196877,4294197552,1154073,1871182,4291041960,4289572008,1927084,2866315,4287938508,3066676,6177379,4294163291,5977826,4293163494,1398660,4289602745,5525275,4292970693,4321095,4292954388,4291830092,6339620,4294219190,195042,3672961,42500,5847464,1698949,4231079,556999,2209981,4720740,658583,4287889077,1758095,2953944,4288121536,530553,4289169589,4641453,4289334104,4289776414,4289164645,3858689,4288987425,4291189532,3637726,4288189576,1727558,4288813504,4289722774,4293033392,4292775494,2354729,5178067,4287442236,2363,162107,5024540,5094205,5948623,4294537071,4293127342,2471193,4289724741,4288090973,4362622,1416525,4288161376,4294935587,7283535,273680,4294075914,4291816531,8371684,4288999743,4294752546,4293361017,972041,2821806,4288333936,4288427680,4290874071,5005042,814529,4288796302,5666604,3820802,4292592969,3134161,4290354878,4291002634,4294151814,29233,4433281,7112605,4013182,4291158989,4288440571,4292132752,4289360650,4294627394,4292903127,5431064,4201569,4292533396,6375525,4271070,4291476717,3922768,3345259,4290807946,4289456861,4290730284,4291303631
8,4291384502,5181407,4291656645,4084658,4291350367,482291,4294582771,2219379,4289213309,6774653,4286621962,8073261,4290631382,6746215,7751899,4293904472,4290138854,1932978,305559,1305266,7129760,4293288889,403721,4292164159,4291333981,4287799061,4288643019,7699952,1135397,4294720065,5135082,393758,4292512133,4288783917,2946278,4294505258,1397374,1409772,4287300554,4587457,4289021561,4288020434,4294331168,4286601334,4293935019,3423140,4293354745,4627609,4294684071,3945458,5025594,4773122,7338097,5384743,53697,3557727,4289867035,5540809,475112,6296320,4287230977,3318222,6275440,3716184,4294936241,4603855,3247705,720693,4293458541,2688418,4293715113,4292085435,2112917,4350706,4291662268,5812370,4428627,3064811,1020311,8063437,5541083,718538,5682498,4113614,4291728593,4290359256,238160,4289378094,7920568,8329887,1653238,4291259742,4292726906,4287237785,6736005,3972594,5560163,3277729,4287052259,2904062,3347915,4291261096,4286798437,7451980,5035724,1838349,4814930,4288568299,2273396,4289053028,5062526,4290266236,4288283397,4291519016,5128101,4287979218,7446670,4287063584,3375616,4294494567,7526968,4289459605,4759488,3978944,4293059643,1393113,2924437,4292573367,4055209,3461669,1392724,4011312,4289428060,4458120,3628659,4286589674,1257380,4287791697,4291332272,4294266848,1032382,2573027,4293889743,1460712,4292617572,4286629081,4288177746,4291781776,4292426367,1281632,5068637,2391273,4292042428,4287804663,4501807,7120007,968527,4294919932,4294025586,4927346,4292274087,3249022,4288869156,5058204,4128078,4292543324,1652011,4293075424,4294838585,4287954337,4743947,4292822900,125490,4286985304,4288740554,4293774642,6281541,4291986355,4293034979,4294396413,8277113,3570400,1146079,5793611,4290698506,5237645,7446492,8049330,4292279052,7167778,1778960,8110422,4291814123,2509216,4288550265,4287070808,638024,4287409871,1816412,3418206,4294138666,4294750230,5241650,4286859684,4294610633,4289185688,4291426868,4288558542,4292550439,3360104,2306295,4292917845,4291236103,8247465,5164523,4292866623,2449905,2445379,4294955438,1709232,4294130192,7626635,4292207353,4293107526,4291117629,6205489,5599622,4290782762,4293574519,4369772,4292700940,4292231174,4288456835,4258574,4290994156,4286812629,8250800,4292482938,4015552,4290534213,4291576934,6382341,3278150,6388320,4291028755,4290726572,201056,4287653993,4291372435,2223111,4293020451,4288605756,5410085,4657462,3658510
9,1157651,4287111881,136869,4292428175,4289774841,4287244347,4289810460,4288126794,2235592,2530323,4287650465,4290412991,4287879412,4289084768,4311783,4292965206,4292398441,4292336359,4286772099,4289782249,4290179584,8250201,470367,6164727,4289957822,4294299655,5033983,4287632410,4288696021,2106810,4291069849,442395,4290561266,4292965990,4293826253,4287585867,5227256,7617196,4289952268,2131763,1975170,7801527,4288898134,7473063,3146202,8071725,4294307232,4290633479,7051955,6599717,4685963,61215,4800520,4288738058,5768875,4155275,4287642528,4289933233,6571433,4292124386,7548215,5684687,7522290,4292199048,3733367,3192321,4289749717,4290447048,905273,4288537600,4293211647,4293140145,805197,4287398215,1284088,4290968671,1083604,4289403128,4549289,6364097,7090179,4292010240,6211865,4293506127,4286791707,4290142700,4289121377,4286765839,688430,8022652,4293744587,3430336,466772,4287204420,2255113,47134,4294583141,4291631732,4258879,4293340524,5720540,3068007,643662,4290008398,4283650,7131033,2692422,3522292,5456679,4292015534,4945777,2196242,7956398,4288612732,8093290,740138,2497935,4287124584,4287854448,4286661005,4293079461,4293086809,4288191091,7388931,6836685,1577095,4287751433,77969,4287988652,4292526465,4289161261,4290502553,1872970,5389522,4293688283,2671878,4961795,4293591580,5389276,5204541,4289540984,2415226,4287856359,1621999,7541672,4289873292,4291257229,4292050644,7181450,4288762076,4288405380,2379896,4467812,4294015578,6145627,8354364,4288424176,2957263,4291418067,4292285902,2447909,4293054207,1491630,4294333181,7030308,6319292,4287667191,6870554,4294275875,1164749,2706375,5741758,8070998,4294791027,3434934,3990362,7730332,6550627,2780061,4293743545,1450670,4288344624,4290834241,4292340647,7110235,7266938,5167700,2296694,7613161,954391,3108621,4287189422,4294848688,4293154867,1473890,7768318,1706814,6323682,4287709354,4293535481,4287091107,1373975,1021847,4291021219,4287669429,4288746489,4289263930,4286904720,4290994244,4291363226,4292279019,4288341735,5169793,3334763,4287831959,4291080426,4288729662,3776426,4291330230,5291043,4294828529,4139225,5237775,4293920318,4292739043,4495823,4291879454,4292893470,5406179,4286930037,3020165,3770617,5742174,4293719433,7322837,4291849631,4293612805,6069102,434848,6524756,4481012,4289434079,4289676517,4292486621,1817572,4288633375,271099,4290087541,6136204,3009125,4294179268,4287839241,7579907,4293860538,1550078
10,4288008077,4290588885,4291767407,6776397,4200555,896882,4289465271,3284773,893473,6576516,6253659,4497428,4405466,4287341321,4289253900,4000310,5748666,4294364451,2138541,4290323558,5058916,4289407922,4290463193,4286604282,7547198,6575028,7035116,4287255647,97754,4060528,4286613013,2644991,3952441,2343858,4292238368,260267,2497039,7433875,4290148956,6965499,1279703,4287423637,4288157181,6987182,4294440109,402030,3468376,3075219,4288405385,233670,6328713,4290096522,2777193,3383727,4123266,4290497905,4008095,4258350,4294695349,5975986,2849221,7164217,4292299939,8362478,3045094,4292299533,4293747502,6737992,2376020,4292403701,4287244053,4288190845,4294802429,2292895,6040146,6546219,1291779,4519268,4287952575,4290407483,1731379,4294013200,4291700560,4287253602,827156,4028079,7990284,4305384,4289892685,4293489509,651808,4288582336,4293797930,4293516394,4292640688,4292413873,1950958,7192955,740518,4294062192,4786355,7275911,4292235139,4291310124,4288730849,3203037,4288716025,1775582,4287301126,3602349,1990881,4294611487,4761499,4291496802,4289503120,4289157711,4293292427,6147886,630340,4286636236,4288218523,4291388192,4292626379,4288639318,4292984433,4287711073,3659421,3932352,4291648564,4293315659,4294506732,5516577,4289997578,4287302775,8175784,1070317,305487,5149001,5718277,4677245,4289104928,4293338993,4287064775,4286817252,4294455647,4287544376,7591420,4293218093,4288311471,3305149,4292088858,660460,4287722392,4294645079,4291349600,439530,4294195301,1032916,4289562466,4293065171,4078364,4294505299,4287027828,4291858625,4291328661,4288164567,4290180282,8293616,3274505,5162795,4293163144,5925666,4288128663,4293834396,1690360,4287645570,5129805,653068,4287766426,4292047715,4293131941,4291262959,4292888940,4290706456,4289743182,4292859542,4289206616,3358671,2088621,2103386,4396686,4293136243,7699824,7502646,1276775,4292252117,3642114,4291875493,4772080,4769527,4290504861,1752800,3153069,4845136,4293065106,4291533927,7642581,4288710849,4286935492,4289275923,7634694,3928317,2528279,3087791,111586,4293171229,4291777295,4290644477,5879123,4288172266,5430581,5323950,88722,4292767633,4292297361,4634957,4287699835,4053936,4493046,4289466773,739015,4294237474,4290447568,841707,5029673,4288110286,4289206569,7134180,4291571514,1825654,3109209,8018547,1359801,4291855167,353211,4289160903,2682441,4293128038,973442,3822052,7672550,4286884545,4293754019,6542001,6115371
